user_id,query,run,statement_id,state,submit_epoch_rel_s,end_epoch_rel_s,wall_clock_s,execution_time_ms,queue_time_ms,total_time_ms,compilation_time_ms,data_scanned_bytes,rows_read,rows_returned,spill_to_disk_bytes,result_from_cache,warehouse_size,dbus_consumed_estimated
1,q39b,1,01f1942b-e05f-156a-85d4-9f09c9d4c6d5,SUCCEEDED,35.408,46.03,10.62,7247,22,9636,2367,2209908,378064,10,0,False,2X-Small,0.008052
2,q39a,1,01f1942b-dd75-199c-98c4-4e14102bf2f2,SUCCEEDED,30.521,46.252,15.73,10719,21,14915,4175,2209908,378064,206,0,False,2X-Small,0.01191
9,q39b,1,01f1942b-dfff-10f6-bc90-f9f2bb2b2a9a,SUCCEEDED,34.773,46.333,11.56,8519,30,10985,2436,2209908,378064,10,0,False,2X-Small,0.009466
5,q39b,1,01f1942b-e119-17e7-b5ef-b385e59585c3,SUCCEEDED,36.621,48.299,11.68,8839,19,11112,2254,2209908,378064,10,0,False,2X-Small,0.009821
10,q39b,1,01f1942b-e3d0-1f14-a813-783fdee723cc,SUCCEEDED,41.191,50.437,9.25,5756,21,8531,2754,2209908,378064,10,0,False,2X-Small,0.006396
7,q39b,1,01f1942b-e3fb-1de0-8407-839e45876717,SUCCEEDED,41.468,54.015,12.55,9476,28,11976,2472,2209908,378064,10,0,False,2X-Small,0.010529
1,q52,1,01f1942b-e70c-176f-8434-b5a153a7a970,SUCCEEDED,46.611,55.588,8.98,5382,27,7628,2219,4316736,2103,100,0,False,2X-Small,0.00598
9,q52,1,01f1942b-e739-1b35-9db7-a010eec5edd1,SUCCEEDED,46.912,55.816,8.9,5389,21,8192,2782,4316736,2103,100,0,False,2X-Small,0.005988
4,q39b,1,01f1942b-e5d1-169f-b1a7-b8a78b033b6a,SUCCEEDED,44.529,56.198,11.67,6966,23,10954,3965,2209908,378064,10,0,False,2X-Small,0.00774
5,q52,1,01f1942b-e868-1eef-ab12-c298f05757ce,SUCCEEDED,48.896,57.804,8.91,5544,20,7141,1577,4316736,2103,100,0,False,2X-Small,0.00616
8,q39b,1,01f1942b-e476-1f04-b0ce-677db4ab241c,SUCCEEDED,42.276,58.295,16.02,9283,19,13642,4340,2209908,378064,10,0,False,2X-Small,0.010314
6,q39b,1,01f1942b-e661-11d7-9de8-034af9d2d358,SUCCEEDED,45.489,59.188,13.7,9516,25,12823,3282,2209908,378064,10,0,False,2X-Small,0.010573
3,q39b,1,01f1942b-e6f4-12ba-bb00-0304306d7bb8,SUCCEEDED,46.458,59.307,12.85,9562,25,12308,2721,2209908,378064,10,0,False,2X-Small,0.010624
2,q39b,1,01f1942b-e735-103a-93b1-fe3972ca4139,SUCCEEDED,46.878,59.302,12.42,9004,25,11955,2926,2209908,378064,10,0,False,2X-Small,0.010004
10,q52,1,01f1942b-e9b8-17ab-b06b-d24ddb98ed2f,SUCCEEDED,51.055,59.993,8.94,5630,22,7628,1976,4316736,2103,100,0,False,2X-Small,0.006256
7,q52,1,01f1942b-ebcf-12ea-baf3-9f714c0009f4,SUCCEEDED,54.609,61.255,6.65,3838,24,6265,2403,4316736,2103,100,0,False,2X-Small,0.004264
4,q52,1,01f1942b-ed20-190d-b3fd-df35605e56d4,SUCCEEDED,56.815,63.33,6.51,3557,20,5998,2421,4316736,2103,100,0,False,2X-Small,0.003952
8,q52,1,01f1942b-ee6d-183a-b3cd-3f80c9995b8b,SUCCEEDED,58.958,65.473,6.51,4127,26,5869,1716,4316736,2103,100,0,False,2X-Small,0.004586
3,q52,1,01f1942b-eef2-1531-80bc-d591803f763a,SUCCEEDED,59.864,66.242,6.38,3631,29,5958,2298,4316736,2103,100,0,False,2X-Small,0.004034
6,q52,1,01f1942b-eef1-1997-8c2a-af8c598d205f,SUCCEEDED,59.86,66.161,6.3,4407,32,5828,1389,4316736,2103,100,0,False,2X-Small,0.004897
